<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Магнит ао;D;20160525;000000;9240;9240;9131;9140;91305;0
Магнит ао;D;20160526;000000;9140;9328;9078;9201;168528;0
Магнит ао;D;20160527;000000;9181;9494;9163;9466;146638;0
Магнит ао;D;20160530;000000;9500;9500;9352;9408;56124;0
Магнит ао;D;20160531;000000;9410;9499;9273;9340;120369;0
Магнит ао;D;20160601;000000;9301;9390;9202;9255;119327;0
Магнит ао;D;20160602;000000;9279;9293;9000;9190;213452;0
Магнит ао;D;20160603;000000;9228;9350;9113;9150;112221;0
Магнит ао;D;20160606;000000;9188;9298;9173;9260;99876;0
Магнит ао;D;20160607;000000;9275;9508;9240;9388;127746;0
Магнит ао;D;20160608;000000;9500;9562;9181;9200;233818;0
Магнит ао;D;20160609;000000;9200;9206;8793;8830;433304;0
Магнит ао;D;20160610;000000;8830;8939;8771;8819;314267;0
Магнит ао;D;20160614;000000;8810;8869;8514;8660;251175;0
Магнит ао;D;20160615;000000;8617;8929;8583;8929;227983;0
Магнит ао;D;20160616;000000;8850;8999;8641;8755;146532;0
Магнит ао;D;20160617;000000;8755;8849;8706;8750;125623;0
Магнит ао;D;20160620;000000;8788;8947;8750;8850;132774;0
Магнит ао;D;20160621;000000;8841;8885;8602;8709;127239;0
Магнит ао;D;20160622;000000;8709;8794;8415;8488;153593;0
Магнит ао;D;20160623;000000;8431;8515;8310;8450;140119;0
Магнит ао;D;20160624;000000;8003;8450;8003;8280;136018;0
Магнит ао;D;20160627;000000;8333;8350;8203;8320;116918;0
Магнит ао;D;20160628;000000;8284;8486;8250;8300;119900;0
Магнит ао;D;20160629;000000;8379;8700;8310;8700;177700;0
Магнит ао;D;20160630;000000;8657;9043;8657;9012;222606;0
Магнит ао;D;20160701;000000;9012;9196;9009;9101;126271;0
Магнит ао;D;20160704;000000;9170;9170;8970;9145;90049;0
Магнит ао;D;20160705;000000;9085;9144;8925;8950;102089;0
Магнит ао;D;20160706;000000;8949;8977;8742;8760;116436;0
Магнит ао;D;20160707;000000;8801;8925;8722;8753;108756;0
Магнит ао;D;20160708;000000;8706;9261;8662;9261;292846;0
Магнит ао;D;20160711;000000;9270;9446;8980;9348;223773;0
Магнит ао;D;20160712;000000;9333;9460;9300;9404;140000;0
Магнит ао;D;20160713;000000;9411;9535;9314;9460;150185;0
Магнит ао;D;20160714;000000;9430;9564;9380;9508;113066;0
Магнит ао;D;20160715;000000;9475;9535;9380;9461;98246;0
Магнит ао;D;20160718;000000;9356;9557;9190;9250;151993;0
Магнит ао;D;20160719;000000;9202;9348;9063;9104;153825;0
Магнит ао;D;20160720;000000;9165;9285;9030;9225;102625;0
Магнит ао;D;20160721;000000;9266;9480;9204;9400;83329;0
Магнит ао;D;20160722;000000;9401;9427;9314;9365;40102;0
Магнит ао;D;20160725;000000;9342;10136;9342;10100;599097;0
Магнит ао;D;20160726;000000;10124;10498;10078;10475;405879;0
Магнит ао;D;20160727;000000;10480;10490;9950;10020;267043;0
Магнит ао;D;20160728;000000;10026;10345;10026;10292;189235;0
Магнит ао;D;20160729;000000;10248;10319;10125;10210;85030;0
Магнит ао;D;20160801;000000;10220;10597;10220;10381;159211;0
