<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.MOEXCN;D;20170216;000000;6758.7700000;6771.3800000;6710.4000000;6725.6900000;2500716167
RI.MOEXCN;D;20170217;000000;6719.6700000;6771.0200000;6714.9400000;6739.1700000;1826751936
RI.MOEXCN;D;20170220;000000;6741.8600000;6806.4500000;6717.2200000;6788.0800000;1446362283
RI.MOEXCN;D;20170221;000000;6793.3500000;6805.8700000;6728.8800000;6738.0800000;1097973698
RI.MOEXCN;D;20170222;000000;6739.0700000;6754.4700000;6659.4100000;6669.9700000;2697038276
RI.MOEXCN;D;20170224;000000;6668.6200000;6668.6200000;6584.0400000;6616.7000000;2260996636
RI.MOEXCN;D;20170228;000000;6602.9200000;6617.3900000;6467.2000000;6525.9700000;3055856804
RI.MOEXCN;D;20170301;000000;6522.5200000;6615.2600000;6515.4100000;6585.2000000;673355761
RI.MOEXCN;D;20170302;000000;6589.1600000;6612.9100000;6554.5000000;6571.8100000;1088665265
RI.MOEXCN;D;20170303;000000;6567.3800000;6593.9700000;6527.9400000;6544.6500000;762208838
RI.MOEXCN;D;20170306;000000;6547.7800000;6579.5900000;6541.6600000;6559.2500000;2076412434
RI.MOEXCN;D;20170307;000000;6563.2800000;6565.1600000;6502.2400000;6531.5300000;818116803
RI.MOEXCN;D;20170309;000000;6533.3900000;6533.3900000;6338.7900000;6350.1000000;2506148270
RI.MOEXCN;D;20170310;000000;6358.6300000;6398.9800000;6296.4600000;6373.3700000;1054402645
RI.MOEXCN;D;20170313;000000;6385.6400000;6400.7700000;6324.0500000;6336.8200000;1275140996
RI.MOEXCN;D;20170314;000000;6344.5300000;6420.6300000;6343.5800000;6362.7900000;1111147067
RI.MOEXCN;D;20170315;000000;6365.8000000;6401.1500000;6334.0700000;6347.1000000;1246069323
RI.MOEXCN;D;20170316;000000;6359.3200000;6400.7500000;6359.3200000;6400.4000000;4119498428
RI.MOEXCN;D;20170317;000000;6402.9500000;6434.4700000;6393.4400000;6421.2400000;1060876578
RI.MOEXCN;D;20170320;000000;6391.7900000;6447.5000000;6391.7900000;6415.3700000;1318136876
RI.MOEXCN;D;20170321;000000;6413.8200000;6428.3800000;6328.7500000;6335.6500000;1577715806
RI.MOEXCN;D;20170322;000000;6329.2900000;6330.5600000;6266.6600000;6302.5100000;2003385823
RI.MOEXCN;D;20170323;000000;6302.2900000;6306.2000000;6234.0600000;6261.4400000;1481527448
RI.MOEXCN;D;20170324;000000;6262.0100000;6279.4100000;6236.7900000;6256.5600000;625330931
RI.MOEXCN;D;20170327;000000;6267.0200000;6267.1900000;6176.1800000;6179.5600000;754027703
RI.MOEXCN;D;20170328;000000;6190.3600000;6216.5600000;6184.4000000;6216.5600000;1148515263
RI.MOEXCN;D;20170329;000000;6223.3400000;6252.2700000;6213.4000000;6237.1900000;849926497
RI.MOEXCN;D;20170330;000000;6239.3700000;6247.6100000;6206.2600000;6237.2900000;1282094329
RI.MOEXCN;D;20170331;000000;6237.0300000;6238.3100000;6190.2500000;6198.1600000;1046649066
RI.MOEXCN;D;20170403;000000;6198.1700000;6230.3000000;6189.5800000;6205.3400000;624409024
RI.MOEXCN;D;20170404;000000;6202.6100000;6243.6200000;6188.9900000;6225.3800000;894167819
RI.MOEXCN;D;20170405;000000;6229.1700000;6285.9200000;6215.3200000;6285.9200000;1114521752
RI.MOEXCN;D;20170406;000000;6279.3900000;6299.9000000;6271.1900000;6281.6400000;721765764
RI.MOEXCN;D;20170407;000000;6264.3300000;6306.6100000;6221.9500000;6249.9300000;1479623538
RI.MOEXCN;D;20170410;000000;6251.5100000;6260.7600000;6182.6900000;6222.7500000;1395381970
RI.MOEXCN;D;20170411;000000;6220.5200000;6254.6100000;6219.0000000;6235.6700000;1159030334
RI.MOEXCN;D;20170412;000000;6201.3300000;6217.9000000;6115.8600000;6130.9200000;1446816778
RI.MOEXCN;D;20170413;000000;6133.7100000;6156.7100000;6058.1800000;6130.5000000;1332267204
RI.MOEXCN;D;20170414;000000;6094.9200000;6134.2500000;6073.4800000;6084.9000000;1079623240
RI.MOEXCN;D;20170417;000000;6088.5100000;6118.4600000;6068.1900000;6118.4100000;520881455
RI.MOEXCN;D;20170418;000000;6125.2500000;6203.2300000;6118.9400000;6195.9900000;987336092
RI.MOEXCN;D;20170419;000000;6201.1100000;6336.3700000;6165.4200000;6293.6700000;1158250826
RI.MOEXCN;D;20170420;000000;6271.2500000;6437.5000000;6228.2300000;6429.2000000;1779680828
RI.MOEXCN;D;20170421;000000;6426.7700000;6529.6400000;6377.4600000;6496.6900000;2272525891
RI.MOEXCN;D;20170424;000000;6514.7700000;6549.0500000;6428.2100000;6450.7200000;1276055732
RI.MOEXCN;D;20170425;000000;6451.0100000;6457.9000000;6168.7200000;6324.0100000;1121834609
RI.MOEXCN;D;20170426;000000;6266.1900000;6353.3200000;6245.1300000;6280.3200000;1865406342
RI.MOEXCN;D;20170427;000000;6277.4300000;6288.9500000;6066.9700000;6067.2600000;795507683
RI.MOEXCN;D;20170428;000000;6087.1900000;6115.5000000;6049.4000000;6100.9800000;1553485583
RI.MOEXCN;D;20170502;000000;6116.6900000;6164.6900000;6093.4800000;6107.5800000;1572468602
RI.MOEXCN;D;20170503;000000;6113.8400000;6159.6300000;6051.8200000;6153.5400000;1151441241
RI.MOEXCN;D;20170504;000000;6163.2800000;6247.1000000;6128.9600000;6234.2200000;1047178903
RI.MOEXCN;D;20170505;000000;6140.9300000;6284.9500000;6140.9300000;6251.8400000;786322463
RI.MOEXCN;D;20170510;000000;6239.1500000;6345.6600000;6213.3300000;6345.6600000;1054970482
RI.MOEXCN;D;20170511;000000;6328.3300000;6405.7100000;6263.3700000;6384.9600000;644449188
RI.MOEXCN;D;20170512;000000;6387.0100000;6393.8500000;6263.8900000;6330.4800000;809794951
RI.MOEXCN;D;20170515;000000;6335.5500000;6343.3700000;6279.2000000;6317.2200000;1093880569
RI.MOEXCN;D;20170516;000000;6296.0600000;6301.3700000;6247.7800000;6284.6900000;641661034
RI.MOEXCN;D;20170517;000000;6248.9100000;6376.4500000;6248.9100000;6326.6600000;1545413128
RI.MOEXCN;D;20170518;000000;6320.7200000;6344.0500000;6279.2000000;6294.5300000;1737951713
RI.MOEXCN;D;20170519;000000;6292.5500000;6377.9700000;6259.5700000;6359.7800000;1462025669
RI.MOEXCN;D;20170522;000000;6357.9200000;6439.4000000;6337.6200000;6369.4400000;656101986
RI.MOEXCN;D;20170523;000000;6468.2100000;6469.9900000;6358.8500000;6407.2500000;1253792004
RI.MOEXCN;D;20170524;000000;6410.7100000;6415.5900000;6340.0000000;6356.3800000;753004097
RI.MOEXCN;D;20170525;000000;6365.5800000;6409.2200000;6336.6100000;6373.8700000;713544524
RI.MOEXCN;D;20170526;000000;6370.4800000;6409.5400000;6339.4300000;6356.0900000;998634159
RI.MOEXCN;D;20170529;000000;6358.0000000;6407.0500000;6314.6800000;6315.9200000;435356647
RI.MOEXCN;D;20170530;000000;6310.8200000;6365.0100000;6268.4900000;6361.8400000;495381701
RI.MOEXCN;D;20170531;000000;6364.2700000;6375.1400000;6239.1200000;6331.0600000;1285746274
RI.MOEXCN;D;20170601;000000;6321.5600000;6323.6200000;6220.4800000;6285.5600000;767649294
RI.MOEXCN;D;20170602;000000;6273.8000000;6285.1200000;6223.1300000;6270.3700000;569184063
RI.MOEXCN;D;20170605;000000;6271.4400000;6310.8800000;6229.2800000;6258.7300000;652849469
RI.MOEXCN;D;20170606;000000;6315.2400000;6319.9400000;6249.7600000;6262.5400000;803396592
RI.MOEXCN;D;20170607;000000;6257.9000000;6294.4400000;6238.3800000;6275.2900000;1058947737
RI.MOEXCN;D;20170608;000000;6271.9500000;6290.6700000;6230.2200000;6268.2500000;830842750
RI.MOEXCN;D;20170609;000000;6267.3900000;6320.0100000;6214.0000000;6311.0300000;1701655174
RI.MOEXCN;D;20170613;000000;6302.0700000;6364.4100000;6273.9700000;6345.7400000;1787020350
RI.MOEXCN;D;20170614;000000;6350.8400000;6358.4600000;6296.9200000;6304.8300000;1218307690
RI.MOEXCN;D;20170615;000000;6298.3200000;6302.8500000;6180.3000000;6292.9900000;3617386546
RI.MOEXCN;D;20170616;000000;6295.6700000;6331.1200000;6260.2600000;6260.2600000;1455898260
RI.MOEXCN;D;20170619;000000;6257.6100000;6392.1500000;6255.9800000;6391.6500000;606329035
RI.MOEXCN;D;20170620;000000;6394.7500000;6440.2600000;6364.4700000;6380.5600000;1148516880
RI.MOEXCN;D;20170621;000000;6375.7600000;6404.6900000;6350.4800000;6404.3600000;1623754735
RI.MOEXCN;D;20170622;000000;6387.3600000;6418.2700000;6357.2600000;6391.5800000;642302922
RI.MOEXCN;D;20170623;000000;6383.8000000;6420.1500000;6359.4500000;6387.6100000;972532817
RI.MOEXCN;D;20170626;000000;6387.9900000;6405.8600000;6356.3100000;6376.1500000;605755206
RI.MOEXCN;D;20170627;000000;6371.9500000;6406.5800000;6355.2600000;6384.3700000;1285929333
RI.MOEXCN;D;20170628;000000;6373.7100000;6476.3400000;6370.2800000;6456.3000000;1497989662
RI.MOEXCN;D;20170629;000000;6459.9100000;6462.6400000;6398.3400000;6416.4200000;1473383162
RI.MOEXCN;D;20170630;000000;6416.5200000;6472.0400000;6389.6700000;6443.7000000;1589091946
RI.MOEXCN;D;20170703;000000;6456.1200000;6467.3600000;6408.3100000;6436.7700000;1127182622
RI.MOEXCN;D;20170704;000000;6434.3700000;6446.5000000;6397.5800000;6406.3900000;1287863476
RI.MOEXCN;D;20170705;000000;6394.5700000;6413.5600000;6366.8300000;6379.2900000;1805439271
RI.MOEXCN;D;20170706;000000;6377.4800000;6430.6800000;6360.6400000;6416.7800000;1180710775
RI.MOEXCN;D;20170707;000000;6399.2400000;6481.6300000;6328.1400000;6470.8500000;2881000212
RI.MOEXCN;D;20170710;000000;6479.9000000;6510.3500000;6426.4700000;6510.3500000;727612577
RI.MOEXCN;D;20170711;000000;6506.3300000;6548.3700000;6489.7900000;6498.4800000;1147564146
RI.MOEXCN;D;20170712;000000;6522.0700000;6528.1100000;6450.9100000;6450.9100000;590366452
RI.MOEXCN;D;20170713;000000;6470.0500000;6506.7000000;6438.8900000;6497.6800000;868292343
RI.MOEXCN;D;20170714;000000;6510.5200000;6536.5100000;6452.9600000;6521.9700000;1998116098
RI.MOEXCN;D;20170717;000000;6526.4800000;6533.0000000;6476.1800000;6507.7200000;834262532
RI.MOEXCN;D;20170718;000000;6506.8000000;6552.0600000;6474.2800000;6492.2100000;528737702
RI.MOEXCN;D;20170719;000000;6487.7300000;6587.5100000;6485.6800000;6524.2200000;590813610
RI.MOEXCN;D;20170720;000000;6525.3500000;6553.9800000;6517.6100000;6534.3000000;631533292
RI.MOEXCN;D;20170721;000000;6532.5000000;6558.6500000;6501.8600000;6506.9000000;903466269
RI.MOEXCN;D;20170724;000000;6519.5300000;6565.5100000;6514.9300000;6561.0900000;834328186
RI.MOEXCN;D;20170725;000000;6564.1900000;6574.3700000;6523.7900000;6546.6100000;695925262
RI.MOEXCN;D;20170726;000000;6552.0000000;6589.6700000;6542.8600000;6579.5700000;1096015599
RI.MOEXCN;D;20170727;000000;6524.7000000;6538.2400000;6501.9600000;6538.2400000;918451449
RI.MOEXCN;D;20170728;000000;6536.5500000;6545.6200000;6495.9600000;6504.1400000;1894667216
RI.MOEXCN;D;20170731;000000;6501.0000000;6535.2800000;6487.8400000;6518.9700000;1485888877
RI.MOEXCN;D;20170801;000000;6521.8000000;6527.7300000;6497.3800000;6521.6700000;1663238526
RI.MOEXCN;D;20170802;000000;6517.8800000;6548.8800000;6513.5100000;6546.6800000;900860907
RI.MOEXCN;D;20170803;000000;6544.0400000;6567.9600000;6530.7800000;6546.8900000;884756701
RI.MOEXCN;D;20170804;000000;6538.2900000;6556.7700000;6531.6200000;6550.1900000;717791219
RI.MOEXCN;D;20170807;000000;6549.5600000;6568.6500000;6533.0400000;6562.2400000;504539153
RI.MOEXCN;D;20170808;000000;6569.2600000;6579.8800000;6545.2100000;6571.0800000;1119540660
RI.MOEXCN;D;20170809;000000;6561.4800000;6588.8200000;6557.0900000;6573.6600000;306212605
RI.MOEXCN;D;20170810;000000;6575.7200000;6608.3500000;6566.7700000;6582.8500000;474797657
RI.MOEXCN;D;20170811;000000;6590.0200000;6593.6000000;6526.8000000;6558.8900000;888656246
RI.MOEXCN;D;20170814;000000;6556.2400000;6596.5600000;6556.2400000;6584.3200000;511413858
RI.MOEXCN;D;20170815;000000;6577.0700000;6598.6100000;6556.4300000;6587.6900000;432092710
RI.MOEXCN;D;20170816;000000;6610.5400000;6621.0900000;6574.3400000;6584.5500000;1430900438
RI.MOEXCN;D;20170817;000000;6589.1000000;6606.2800000;6574.5300000;6597.8100000;843039060
RI.MOEXCN;D;20170818;000000;6594.1200000;6605.8100000;6560.5200000;6585.2200000;888785598
RI.MOEXCN;D;20170821;000000;6588.6300000;6604.4800000;6577.6800000;6578.6100000;986241842
RI.MOEXCN;D;20170822;000000;6580.7600000;6643.1500000;6580.7600000;6641.2100000;627682099
RI.MOEXCN;D;20170823;000000;6634.3400000;6689.1900000;6634.3400000;6661.3700000;1385007316
RI.MOEXCN;D;20170824;000000;6674.5200000;6727.6900000;6654.1900000;6719.1400000;1525334538
RI.MOEXCN;D;20170825;000000;6724.5900000;6805.4300000;6717.5800000;6772.4400000;1469574036
RI.MOEXCN;D;20170828;000000;6783.1900000;6843.9400000;6779.2800000;6819.1300000;1493413088
RI.MOEXCN;D;20170829;000000;6833.9400000;6898.4600000;6819.9300000;6880.0800000;2332364418
RI.MOEXCN;D;20170830;000000;6889.4200000;6929.2900000;6882.1400000;6920.4700000;2218663179
RI.MOEXCN;D;20170831;000000;6930.1800000;6998.6200000;6852.0300000;6998.6200000;2191558013
RI.MOEXCN;D;20170901;000000;6981.4700000;7015.0700000;6946.5000000;6960.6000000;963629811
RI.MOEXCN;D;20170904;000000;6959.1500000;7001.3100000;6944.6100000;6971.2000000;649843401
RI.MOEXCN;D;20170905;000000;6971.6500000;7030.8300000;6970.9000000;7016.1100000;612107536
RI.MOEXCN;D;20170906;000000;6994.9100000;7030.3700000;6946.8400000;7004.0600000;1284104775
RI.MOEXCN;D;20170907;000000;7009.8300000;7069.6300000;6994.4200000;7051.3200000;817591648
RI.MOEXCN;D;20170908;000000;7050.4800000;7108.2400000;7048.3100000;7085.2000000;1253393436
RI.MOEXCN;D;20170911;000000;7098.8000000;7178.2600000;7082.4900000;7156.0900000;1024251100
RI.MOEXCN;D;20170912;000000;7177.1100000;7223.0800000;7150.9900000;7177.9200000;1520047559
RI.MOEXCN;D;20170913;000000;7171.3100000;7192.9800000;7101.3400000;7110.7600000;1255814957
RI.MOEXCN;D;20170914;000000;7090.8400000;7122.7200000;7017.1100000;7040.2900000;1522755347
RI.MOEXCN;D;20170915;000000;7036.7100000;7084.5900000;7016.1900000;7029.4700000;1025958436
RI.MOEXCN;D;20170918;000000;7026.7500000;7079.4800000;7016.3500000;7054.5700000;903919448
RI.MOEXCN;D;20170919;000000;7052.7300000;7080.0600000;7034.7400000;7076.9800000;559337136
RI.MOEXCN;D;20170920;000000;7075.2400000;7095.2000000;7049.4600000;7085.3800000;1027977870
RI.MOEXCN;D;20170921;000000;7076.2500000;7102.5200000;7050.8600000;7077.5600000;957713445
RI.MOEXCN;D;20170922;000000;7082.2700000;7090.4600000;7051.6300000;7055.1500000;1043342732
RI.MOEXCN;D;20170925;000000;7054.3000000;7059.3900000;6995.3700000;7046.1300000;1655245220
RI.MOEXCN;D;20170926;000000;7041.2800000;7077.1200000;6998.3400000;7012.8400000;1243525198
RI.MOEXCN;D;20170927;000000;7027.4600000;7076.2000000;7013.2400000;7036.5800000;910285495
RI.MOEXCN;D;20170928;000000;7030.8600000;7057.8600000;7020.2300000;7031.4900000;956510623
RI.MOEXCN;D;20170929;000000;7035.1100000;7143.4500000;7032.2400000;7118.5200000;811131352
RI.MOEXCN;D;20171002;000000;7134.7500000;7147.0900000;7105.0400000;7122.8400000;678232483
RI.MOEXCN;D;20171003;000000;7124.4900000;7159.7300000;7106.3800000;7123.8800000;779150537
RI.MOEXCN;D;20171004;000000;7123.0300000;7127.2800000;7066.6900000;7081.0600000;1268572498
RI.MOEXCN;D;20171005;000000;7063.7600000;7087.9400000;7002.4200000;7029.0000000;1215513420
RI.MOEXCN;D;20171006;000000;7029.1000000;7050.5600000;6992.7900000;7026.8800000;774667924
RI.MOEXCN;D;20171009;000000;7034.6200000;7062.3400000;6971.4300000;6992.0900000;817781569
RI.MOEXCN;D;20171010;000000;6995.9300000;7003.2200000;6932.3200000;6965.3100000;675790152
RI.MOEXCN;D;20171011;000000;6974.9400000;6997.5500000;6931.6200000;6951.0300000;831180314
RI.MOEXCN;D;20171012;000000;6958.3500000;6962.5000000;6937.2300000;6958.1700000;741598695
RI.MOEXCN;D;20171013;000000;6959.3600000;6982.6000000;6908.4900000;6911.9600000;1397358008
RI.MOEXCN;D;20171016;000000;6914.3800000;6954.0200000;6894.3700000;6917.1800000;755434846
RI.MOEXCN;D;20171017;000000;6912.0400000;6928.5000000;6866.8600000;6870.0500000;1319057819
RI.MOEXCN;D;20171018;000000;6874.1200000;6910.1400000;6843.8400000;6902.7500000;1372782114
RI.MOEXCN;D;20171019;000000;6916.4200000;6943.0900000;6895.6000000;6895.6000000;1279395440
RI.MOEXCN;D;20171020;000000;6898.6900000;6898.6900000;6774.0500000;6795.6500000;9722135680
RI.MOEXCN;D;20171023;000000;6803.1600000;6808.4600000;6712.5800000;6732.9000000;5755777706
RI.MOEXCN;D;20171024;000000;6730.5200000;6761.8400000;6694.7500000;6703.4000000;4269820484
RI.MOEXCN;D;20171025;000000;6718.4100000;6805.3900000;6690.8100000;6753.7200000;4768805174
RI.MOEXCN;D;20171026;000000;6762.1300000;6796.0300000;6741.0800000;6793.0200000;2320464690
RI.MOEXCN;D;20171027;000000;6807.7600000;6829.0900000;6750.3200000;6773.5200000;3201698807
RI.MOEXCN;D;20171030;000000;6773.2400000;6839.7700000;6770.5700000;6834.8300000;1804263019
RI.MOEXCN;D;20171031;000000;6846.4300000;6866.1600000;6792.5300000;6846.5100000;3751751468
RI.MOEXCN;D;20171101;000000;6847.0600000;6875.9500000;6783.7000000;6791.6400000;2576786768
RI.MOEXCN;D;20171102;000000;6792.6500000;6808.2600000;6761.3700000;6790.2000000;4127865989
RI.MOEXCN;D;20171103;000000;6800.6800000;6868.6800000;6789.6100000;6834.2600000;2715735364
RI.MOEXCN;D;20171107;000000;6837.7800000;6877.6400000;6785.7500000;6818.4700000;3198593992
RI.MOEXCN;D;20171108;000000;6830.0400000;6963.2900000;6810.2900000;6835.4600000;2233294961
RI.MOEXCN;D;20171109;000000;6849.9300000;6887.0800000;6812.9000000;6832.0900000;1811993085
RI.MOEXCN;D;20171110;000000;6832.3800000;6840.5900000;6769.1200000;6776.6200000;3258043052
RI.MOEXCN;D;20171113;000000;6790.7900000;6824.3000000;6743.3200000;6752.8300000;2028303028
RI.MOEXCN;D;20171114;000000;6763.7900000;6801.5000000;6752.5200000;6767.7200000;2386573071
RI.MOEXCN;D;20171115;000000;6732.8800000;6741.9200000;6657.9100000;6659.1500000;10693661012
RI.MOEXCN;D;20171116;000000;6670.2700000;6718.8100000;6624.3700000;6709.3800000;5748833383
RI.MOEXCN;D;20171117;000000;6703.6300000;6721.9500000;6666.3500000;6721.9500000;6793583313
RI.MOEXCN;D;20171120;000000;6703.8200000;6736.6700000;6589.1100000;6594.2100000;3673815067
RI.MOEXCN;D;20171121;000000;6590.4800000;6628.2200000;6550.3100000;6598.1900000;2643004475
RI.MOEXCN;D;20171122;000000;6580.1000000;6626.7000000;6564.2000000;6625.0900000;2305048293
RI.MOEXCN;D;20171123;000000;6680.3000000;6688.1500000;6610.9100000;6657.8600000;2310422564
RI.MOEXCN;D;20171124;000000;6679.7700000;6697.5400000;6580.1600000;6580.1600000;2158938834
RI.MOEXCN;D;20171127;000000;6596.1300000;6598.7300000;6527.2500000;6535.7200000;1573761345
RI.MOEXCN;D;20171128;000000;6534.8400000;6553.4000000;6511.9000000;6548.2800000;1880760971
RI.MOEXCN;D;20171129;000000;6555.6200000;6569.8900000;6520.6500000;6530.2300000;1888037225
RI.MOEXCN;D;20171130;000000;6537.6100000;6637.5100000;6470.7100000;6637.5100000;9002976761
RI.MOEXCN;D;20171201;000000;6613.6400000;6619.5600000;6523.9200000;6540.7900000;1683135773
RI.MOEXCN;D;20171204;000000;6544.9400000;6571.2300000;6497.1700000;6541.2500000;1254551565
RI.MOEXCN;D;20171205;000000;6538.7300000;6542.5500000;6491.3100000;6497.6700000;785066054
RI.MOEXCN;D;20171206;000000;6486.3000000;6526.8500000;6438.0600000;6513.6600000;920254399
RI.MOEXCN;D;20171207;000000;6513.0000000;6534.6100000;6452.2800000;6467.0600000;774148267
RI.MOEXCN;D;20171208;000000;6464.3800000;6504.4100000;6379.2400000;6411.9200000;2224347183
RI.MOEXCN;D;20171211;000000;6413.0300000;6466.3300000;6412.8400000;6462.4200000;2504151319
RI.MOEXCN;D;20171212;000000;6414.0000000;6414.0000000;6342.1600000;6367.8800000;1986177739
RI.MOEXCN;D;20171213;000000;6378.8900000;6426.7800000;6323.8400000;6383.3400000;2367814733
RI.MOEXCN;D;20171214;000000;6383.4800000;6408.9300000;6320.1100000;6392.3300000;1594328216
RI.MOEXCN;D;20171215;000000;6379.4000000;6420.0100000;6359.7100000;6405.8600000;1048832111
RI.MOEXCN;D;20171218;000000;6414.5300000;6426.6100000;6291.6500000;6330.9800000;1767946299
RI.MOEXCN;D;20171219;000000;6339.3700000;6342.5900000;6253.4100000;6253.4100000;1295403713
RI.MOEXCN;D;20171220;000000;6256.2700000;6270.2200000;6197.4500000;6210.0600000;1136318894
RI.MOEXCN;D;20171221;000000;6221.3100000;6251.4200000;6171.8200000;6218.9800000;1325725449
RI.MOEXCN;D;20171222;000000;6206.3700000;6245.7300000;6192.2600000;6196.3000000;819156501
RI.MOEXCN;D;20171225;000000;6232.4100000;6252.7200000;6219.2000000;6232.5800000;445831693
RI.MOEXCN;D;20171226;000000;6231.9600000;6245.4700000;6192.9200000;6213.0800000;741868354
RI.MOEXCN;D;20171227;000000;6213.1800000;6229.6800000;6182.2500000;6201.9700000;1443577936
RI.MOEXCN;D;20171228;000000;6188.4300000;6254.7900000;6182.3200000;6254.7900000;862083612
RI.MOEXCN;D;20171229;000000;6234.3600000;6300.3200000;6233.3900000;6298.0900000;1100998360
RI.MOEXCN;D;20180103;000000;6311.5900000;6360.8300000;6311.4400000;6358.1200000;1025953230
RI.MOEXCN;D;20180104;000000;6365.9300000;6437.5400000;6351.6600000;6423.9200000;1276556906
RI.MOEXCN;D;20180105;000000;6404.7600000;6445.9000000;6384.0700000;6430.5100000;1633876847
RI.MOEXCN;D;20180109;000000;6448.2800000;6478.5300000;6400.3900000;6419.9400000;1981680184
RI.MOEXCN;D;20180110;000000;6418.3100000;6463.9000000;6404.1900000;6443.8200000;1555619805
RI.MOEXCN;D;20180111;000000;6452.6100000;6482.1100000;6429.6500000;6463.0600000;1113315627
RI.MOEXCN;D;20180112;000000;6463.2900000;6482.4700000;6439.8300000;6465.9700000;1587398735
RI.MOEXCN;D;20180115;000000;6466.8700000;6490.6500000;6436.0800000;6438.3000000;1519228926
RI.MOEXCN;D;20180116;000000;6434.2300000;6491.3900000;6423.1400000;6473.4700000;2320049222
RI.MOEXCN;D;20180117;000000;6439.2000000;6509.6900000;6425.3200000;6500.3900000;1598507579
RI.MOEXCN;D;20180118;000000;6520.9300000;6535.3400000;6467.3900000;6530.2700000;2492861975
RI.MOEXCN;D;20180119;000000;6523.7700000;6530.7200000;6478.3800000;6505.8700000;2238198136
RI.MOEXCN;D;20180122;000000;6507.5200000;6529.6200000;6495.9300000;6518.7500000;2048932899
RI.MOEXCN;D;20180123;000000;6534.3200000;6556.2500000;6527.4500000;6530.6700000;1807095913
RI.MOEXCN;D;20180124;000000;6527.5000000;6542.5400000;6509.9900000;6514.9800000;1247692129
RI.MOEXCN;D;20180125;000000;6513.8800000;6529.0100000;6454.3100000;6470.1600000;2599572325
RI.MOEXCN;D;20180126;000000;6470.2600000;6471.9700000;6375.4400000;6377.3000000;9340921278
RI.MOEXCN;D;20180129;000000;6359.7700000;6405.6000000;6319.6600000;6349.3900000;7683933301
RI.MOEXCN;D;20180130;000000;6322.7700000;6370.7100000;6287.0400000;6352.3800000;4217123995
RI.MOEXCN;D;20180131;000000;6353.1600000;6369.2400000;6324.1400000;6350.7100000;2652583699
RI.MOEXCN;D;20180201;000000;6343.5600000;6366.3500000;6310.3100000;6318.5700000;3844587682
RI.MOEXCN;D;20180202;000000;6313.4000000;6339.4500000;6256.8600000;6299.6500000;4638888485
RI.MOEXCN;D;20180205;000000;6286.9800000;6287.1500000;6218.2000000;6281.9000000;3407311392
RI.MOEXCN;D;20180206;000000;6204.8800000;6229.7200000;6135.2300000;6201.8800000;3482654167
RI.MOEXCN;D;20180207;000000;6240.5600000;6330.1000000;6232.8200000;6289.9100000;3268919859
RI.MOEXCN;D;20180208;000000;6297.7000000;6346.7000000;6256.0900000;6327.3300000;2861151917
RI.MOEXCN;D;20180209;000000;6252.3000000;6269.7500000;6219.8400000;6239.8200000;2762103837
RI.MOEXCN;D;20180212;000000;6282.9000000;6304.9900000;6256.8200000;6304.9900000;1931564284
RI.MOEXCN;D;20180213;000000;6307.6500000;6346.1800000;6275.9400000;6313.8200000;1908338059
RI.MOEXCN;D;20180214;000000;6323.7800000;6348.5100000;6278.0000000;6345.5800000;2665439297
RI.MOEXCN;D;20180215;000000;6360.9400000;6459.9900000;6334.1600000;6384.6000000;3208640384
RI.MOEXCN;D;20180216;000000;6407.2300000;6418.0900000;6320.2900000;6376.4600000;11969213897
RI.MOEXCN;D;20180219;000000;6373.4900000;6425.9500000;6355.8300000;6380.1900000;7403547524
RI.MOEXCN;D;20180220;000000;6382.7800000;6425.7800000;6355.7000000;6417.4500000;7325166786
RI.MOEXCN;D;20180221;000000;6438.0500000;6489.3300000;6405.8000000;6487.1800000;6903470747
RI.MOEXCN;D;20180222;000000;6469.0300000;6567.1000000;6469.0300000;6522.7500000;10117696065
RI.MOEXCN;D;20180226;000000;6552.5300000;6562.5500000;6413.4200000;6424.7000000;7510579798
RI.MOEXCN;D;20180227;000000;6407.0300000;6435.8900000;6372.9800000;6405.1100000;4363101703
RI.MOEXCN;D;20180228;000000;6392.8100000;6432.5600000;6362.9700000;6376.6400000;2735643181
RI.MOEXCN;D;20180301;000000;6370.9300000;6413.5800000;6367.3800000;6375.3300000;4727068223
RI.MOEXCN;D;20180302;000000;6371.7700000;6402.7500000;6349.7200000;6390.4800000;4832419863
RI.MOEXCN;D;20180305;000000;6415.7700000;6465.0400000;6415.7700000;6440.0000000;2754310923
RI.MOEXCN;D;20180306;000000;6457.7000000;6477.8600000;6419.2600000;6435.6600000;3896335723
RI.MOEXCN;D;20180307;000000;6407.5800000;6436.5800000;6392.3600000;6423.4900000;2899493958
RI.MOEXCN;D;20180309;000000;6438.3900000;6497.9600000;6438.3900000;6485.3600000;1662509512
RI.MOEXCN;D;20180312;000000;6491.3500000;6518.1400000;6431.4400000;6442.2900000;2545550839
RI.MOEXCN;D;20180313;000000;6457.2600000;6642.0900000;6429.1700000;6473.7000000;3281935450
RI.MOEXCN;D;20180314;000000;6482.8100000;6507.9600000;6462.6700000;6462.6700000;2391553847
RI.MOEXCN;D;20180315;000000;6418.9800000;6520.4000000;6418.9800000;6455.7800000;3624472241
RI.MOEXCN;D;20180316;000000;6447.0400000;6467.5500000;6396.0100000;6416.0900000;2337406202
