<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.MOEXCN;D;20200428;000000;5580.0300000;5709.7400000;5574.0300000;5616.5700000;7759271350
RI.MOEXCN;D;20200429;000000;5634.2500000;5714.8800000;5634.2500000;5704.8700000;5178220013
RI.MOEXCN;D;20200430;000000;5735.2800000;5761.8300000;5663.6500000;5738.9200000;8622883710
RI.MOEXCN;D;20200504;000000;5691.8500000;5752.6700000;5648.4800000;5735.7200000;7041966220
RI.MOEXCN;D;20200505;000000;5783.1600000;5791.2600000;5723.5000000;5736.1800000;4090084287
RI.MOEXCN;D;20200506;000000;5738.4800000;5757.6200000;5697.4200000;5719.9800000;4426799780
RI.MOEXCN;D;20200507;000000;5723.5300000;5766.2200000;5715.6400000;5764.7200000;3968949584
RI.MOEXCN;D;20200508;000000;5790.2300000;5794.4800000;5750.5100000;5768.2100000;2845940369
RI.MOEXCN;D;20200512;000000;5778.5400000;5782.3100000;5704.2400000;5725.3800000;3382482545
RI.MOEXCN;D;20200513;000000;5702.1400000;5729.0400000;5653.6300000;5687.3100000;4061029005
RI.MOEXCN;D;20200514;000000;5665.4000000;5671.3800000;5556.6600000;5594.7400000;4747144648
RI.MOEXCN;D;20200515;000000;5643.3800000;5670.4900000;5579.0700000;5589.2800000;3309765011
RI.MOEXCN;D;20200518;000000;5635.5300000;5712.3800000;5635.5300000;5712.3800000;4036077760
RI.MOEXCN;D;20200519;000000;5742.1900000;5748.7700000;5686.6800000;5734.4200000;3212782137
RI.MOEXCN;D;20200520;000000;5726.1500000;5828.1600000;5719.0000000;5807.0200000;5500501986
RI.MOEXCN;D;20200521;000000;5809.5800000;5861.5000000;5762.3100000;5782.7200000;4169606295
RI.MOEXCN;D;20200522;000000;5758.2700000;5805.1800000;5749.5200000;5795.0400000;2693563045
RI.MOEXCN;D;20200525;000000;5820.5800000;5871.0000000;5820.5800000;5865.3400000;1837436648
RI.MOEXCN;D;20200526;000000;5888.1300000;5906.2700000;5846.1000000;5851.7500000;4448730641
RI.MOEXCN;D;20200527;000000;5841.1600000;5886.2700000;5813.0100000;5836.7600000;6556449398
RI.MOEXCN;D;20200528;000000;5821.4300000;5885.1200000;5821.4300000;5876.6600000;5029506846
RI.MOEXCN;D;20200529;000000;5856.8300000;5860.2600000;5773.3100000;5793.0200000;6281098088
RI.MOEXCN;D;20200601;000000;5814.1900000;5859.9800000;5798.8000000;5845.5300000;4541121370
RI.MOEXCN;D;20200602;000000;5866.8200000;5936.2900000;5858.4400000;5936.2900000;6144414165
RI.MOEXCN;D;20200603;000000;5956.7100000;6007.4400000;5937.7600000;6007.4400000;6127619480
RI.MOEXCN;D;20200604;000000;5997.7100000;6011.8600000;5909.7400000;5936.8300000;5048513192
RI.MOEXCN;D;20200605;000000;5958.8600000;5993.2800000;5929.7000000;5978.8200000;3690123571
RI.MOEXCN;D;20200608;000000;5999.2700000;6091.2800000;5999.2700000;6032.8800000;5599035252
RI.MOEXCN;D;20200609;000000;6067.0000000;6090.9800000;5989.0000000;6005.3100000;4123956779
RI.MOEXCN;D;20200610;000000;6004.8600000;6077.4500000;5973.4800000;6055.8700000;7047695082
RI.MOEXCN;D;20200611;000000;6000.8800000;6114.5500000;5985.8100000;6080.3500000;8094230200
RI.MOEXCN;D;20200615;000000;6025.5700000;6135.6200000;6020.5600000;6113.1600000;6764909818
RI.MOEXCN;D;20200616;000000;6157.6700000;6176.7100000;6090.1200000;6107.3300000;6491856648
RI.MOEXCN;D;20200617;000000;6126.7800000;6171.5600000;6094.5500000;6110.7900000;7313883597
RI.MOEXCN;D;20200618;000000;6075.1500000;6120.1800000;6044.5700000;6098.7800000;6730110885
RI.MOEXCN;D;20200619;000000;6128.8200000;6200.0900000;6120.4900000;6200.0900000;6323851369
RI.MOEXCN;D;20200622;000000;6185.0900000;6281.7400000;6148.3000000;6281.7400000;6283582224
RI.MOEXCN;D;20200623;000000;6290.2800000;6343.7600000;6288.5800000;6316.3400000;8915722190
RI.MOEXCN;D;20200625;000000;6316.5200000;6364.7200000;6296.9500000;6343.2700000;9161803870
RI.MOEXCN;D;20200626;000000;6378.5600000;6411.6800000;6356.0400000;6376.2500000;5407730239
RI.MOEXCN;D;20200629;000000;6357.8200000;6396.8400000;6326.5600000;6391.3000000;4223470188
RI.MOEXCN;D;20200630;000000;6388.8900000;6418.6600000;6375.9200000;6382.8900000;4959419347
RI.MOEXCN;D;20200702;000000;6410.6000000;6473.9800000;6409.0700000;6456.7100000;4615621727
RI.MOEXCN;D;20200703;000000;6483.7800000;6505.2000000;6472.4300000;6496.2400000;2626888857
RI.MOEXCN;D;20200706;000000;6539.6200000;6634.3400000;6534.2500000;6619.3300000;5255508069
RI.MOEXCN;D;20200707;000000;6577.5400000;6632.7500000;6544.2500000;6567.5700000;5638586414
RI.MOEXCN;D;20200708;000000;6559.6800000;6573.1100000;6522.0000000;6529.3000000;4391084585
RI.MOEXCN;D;20200709;000000;6517.3900000;6569.1800000;6490.3400000;6538.4500000;5633625162
RI.MOEXCN;D;20200710;000000;6537.5100000;6585.1400000;6531.2100000;6567.4300000;4451969410
RI.MOEXCN;D;20200713;000000;6599.1600000;6629.6800000;6569.6800000;6603.2100000;3465374607
RI.MOEXCN;D;20200714;000000;6573.9300000;6580.5500000;6481.6000000;6562.2600000;4697615170
RI.MOEXCN;D;20200715;000000;6595.6700000;6653.2000000;6587.5300000;6647.5800000;4533951899
RI.MOEXCN;D;20200716;000000;6662.5900000;6694.6400000;6624.7400000;6679.0600000;4155884318
RI.MOEXCN;D;20200717;000000;6697.7400000;6750.8100000;6687.0400000;6731.9600000;3792643169
RI.MOEXCN;D;20200720;000000;6726.9100000;6823.1800000;6726.9100000;6816.0000000;5493877218
RI.MOEXCN;D;20200721;000000;6841.4900000;6998.7500000;6841.4900000;6951.0400000;8820365141
RI.MOEXCN;D;20200722;000000;6959.6600000;7039.9800000;6959.6600000;7014.6200000;7629737908
RI.MOEXCN;D;20200723;000000;7058.9300000;7110.7500000;7058.9300000;7105.5800000;6137721455
RI.MOEXCN;D;20200724;000000;7050.5200000;7111.7600000;7037.2800000;7097.2500000;5181472257
RI.MOEXCN;D;20200727;000000;7119.3800000;7186.3800000;7108.4000000;7167.2800000;5602682488
RI.MOEXCN;D;20200728;000000;7209.6300000;7321.4400000;7209.6300000;7316.2900000;8123337982
RI.MOEXCN;D;20200729;000000;7327.7400000;7424.0400000;7327.7400000;7380.8400000;7387490628
RI.MOEXCN;D;20200730;000000;7432.3600000;7448.3200000;7257.6100000;7296.8900000;5964672452
RI.MOEXCN;D;20200731;000000;7305.8000000;7338.5700000;7256.3900000;7266.7500000;6542591354
RI.MOEXCN;D;20200803;000000;7268.7200000;7369.9400000;7268.7200000;7329.8200000;5083957365
RI.MOEXCN;D;20200804;000000;7346.9400000;7399.1400000;7334.7900000;7399.1400000;3789075267
RI.MOEXCN;D;20200805;000000;7413.8200000;7472.7800000;7394.2400000;7412.9200000;4937451879
RI.MOEXCN;D;20200806;000000;7423.5700000;7434.3300000;7383.4700000;7415.2700000;3996859419
RI.MOEXCN;D;20200807;000000;7423.0800000;7434.7900000;7376.5200000;7395.1300000;4066708557
RI.MOEXCN;D;20200810;000000;7406.6600000;7449.8300000;7291.9600000;7297.6100000;4618328905
RI.MOEXCN;D;20200811;000000;7338.2400000;7391.3400000;7314.0800000;7325.6600000;7857191266
RI.MOEXCN;D;20200812;000000;7329.4700000;7356.1500000;7294.7400000;7356.1500000;7000117086
RI.MOEXCN;D;20200813;000000;7394.5300000;7492.1900000;7372.4300000;7492.1900000;18762049811
RI.MOEXCN;D;20200814;000000;7486.1100000;7529.3900000;7443.3900000;7458.9600000;12745022716
RI.MOEXCN;D;20200817;000000;7496.3600000;7514.5000000;7440.6800000;7452.8200000;13683784604
RI.MOEXCN;D;20200818;000000;7466.1100000;7486.6000000;7440.0000000;7469.4400000;10914860280
RI.MOEXCN;D;20200819;000000;7471.0800000;7549.9300000;7469.6100000;7515.3900000;10472709694
RI.MOEXCN;D;20200820;000000;7503.6200000;7523.1600000;7456.2800000;7467.6900000;16024481195
RI.MOEXCN;D;20200821;000000;7508.4800000;7537.1500000;7423.2300000;7479.1700000;13398356176
RI.MOEXCN;D;20200824;000000;7522.5200000;7632.5200000;7522.5200000;7623.7200000;12870577370
RI.MOEXCN;D;20200825;000000;7708.5900000;7714.7200000;7648.3100000;7712.5500000;14840777464
RI.MOEXCN;D;20200826;000000;7751.0600000;7814.0500000;7653.8100000;7752.7200000;20556100836
RI.MOEXCN;D;20200827;000000;7775.3400000;7783.1100000;7666.8300000;7707.8200000;14471966132
RI.MOEXCN;D;20200828;000000;7707.0600000;7707.0600000;7561.2700000;7561.2700000;14236089704
RI.MOEXCN;D;20200831;000000;7597.8600000;7661.4700000;7537.6900000;7584.6900000;116899526236
RI.MOEXCN;D;20200901;000000;7595.9400000;7628.4000000;7486.8600000;7486.9200000;21627685168
RI.MOEXCN;D;20200902;000000;7516.7500000;7607.9900000;7500.8000000;7531.9000000;17574952350
RI.MOEXCN;D;20200903;000000;7552.5500000;7602.9500000;7477.3600000;7514.2600000;14544096207
RI.MOEXCN;D;20200904;000000;7458.6900000;7505.8300000;7381.4900000;7405.8300000;14742675807
RI.MOEXCN;D;20200907;000000;7440.0800000;7484.3600000;7420.0300000;7474.8800000;8367374703
RI.MOEXCN;D;20200908;000000;7489.2800000;7535.5000000;7350.1000000;7388.3600000;16793141628
RI.MOEXCN;D;20200909;000000;7373.9800000;7385.2400000;7323.5800000;7347.9700000;10260602012
RI.MOEXCN;D;20200910;000000;7369.1300000;7395.2200000;7303.8000000;7360.1000000;8641045191
RI.MOEXCN;D;20200911;000000;7345.5400000;7408.5400000;7317.7000000;7399.0700000;7872328716
RI.MOEXCN;D;20200914;000000;7434.9100000;7470.2200000;7409.6900000;7431.0600000;7807323783
RI.MOEXCN;D;20200915;000000;7446.0000000;7502.7400000;7416.5500000;7485.1600000;10198211332
RI.MOEXCN;D;20200916;000000;7507.5900000;7517.2500000;7422.3000000;7491.1800000;6159256070
RI.MOEXCN;D;20200917;000000;7433.4700000;7577.0700000;7409.9000000;7570.7500000;12996933118
RI.MOEXCN;D;20200918;000000;7585.4100000;7586.5100000;7549.3000000;7552.5300000;3825534855
RI.MOEXCN;D;20200921;000000;7555.5400000;7571.3800000;7490.0700000;7531.2700000;3856100032
RI.MOEXCN;D;20200922;000000;7537.8400000;7653.5500000;7514.9400000;7616.4300000;4302776885
RI.MOEXCN;D;20200923;000000;7635.8400000;7776.3300000;7603.0200000;7715.9600000;5874381800
RI.MOEXCN;D;20200924;000000;7677.7200000;7780.2400000;7653.2400000;7761.4500000;4485827462
RI.MOEXCN;D;20200925;000000;7779.9300000;7810.0800000;7699.3600000;7732.8100000;4784080369
RI.MOEXCN;D;20200928;000000;7741.2700000;7874.9500000;7732.9400000;7847.8200000;3863463343
RI.MOEXCN;D;20200929;000000;7860.9400000;7920.2000000;7803.6500000;7810.3000000;4438027096
RI.MOEXCN;D;20200930;000000;7830.1300000;7901.5800000;7828.4100000;7882.8500000;3387959638
RI.MOEXCN;D;20201001;000000;7897.9200000;7933.1800000;7836.1300000;7877.3200000;3753959389
RI.MOEXCN;D;20201002;000000;7843.1900000;7879.2000000;7792.9400000;7861.0500000;2793813281
RI.MOEXCN;D;20201005;000000;7904.0900000;7933.7900000;7865.3900000;7915.4600000;2756302872
RI.MOEXCN;D;20201006;000000;7934.3300000;7968.4100000;7864.1900000;7882.5400000;2264605432
RI.MOEXCN;D;20201007;000000;7897.7000000;7907.3000000;7759.3700000;7786.5000000;4145013222
RI.MOEXCN;D;20201008;000000;7821.3600000;7842.0900000;7756.9500000;7764.6700000;2897835962
RI.MOEXCN;D;20201009;000000;7770.3400000;7783.3100000;7666.3800000;7669.6300000;2657701762
RI.MOEXCN;D;20201012;000000;7673.6400000;7840.3900000;7670.4500000;7833.6500000;3362682249
RI.MOEXCN;D;20201013;000000;7853.3700000;7936.9900000;7835.9100000;7852.6700000;3646432557
RI.MOEXCN;D;20201014;000000;7860.4600000;7935.3300000;7849.0500000;7925.1900000;3145898941
RI.MOEXCN;D;20201015;000000;7934.2600000;7934.2600000;7806.6300000;7827.6500000;2735074335
RI.MOEXCN;D;20201016;000000;7827.1500000;7879.7600000;7755.8200000;7824.4600000;3254519950
RI.MOEXCN;D;20201019;000000;7862.8200000;7890.2400000;7809.0100000;7866.0100000;3070705007
RI.MOEXCN;D;20201020;000000;7853.7600000;7934.8000000;7833.3200000;7878.7300000;3427678887
RI.MOEXCN;D;20201021;000000;7898.9400000;7917.5800000;7792.3800000;7796.3800000;2501926182
RI.MOEXCN;D;20201022;000000;7791.5900000;7828.2100000;7784.6900000;7821.5500000;1847649897
RI.MOEXCN;D;20201023;000000;7816.1200000;7835.6900000;7790.3000000;7823.8900000;1569646822
RI.MOEXCN;D;20201026;000000;7881.2400000;7881.2400000;7765.2600000;7774.6300000;2484223642
RI.MOEXCN;D;20201027;000000;7776.8300000;7796.5800000;7696.2900000;7715.6300000;2987525789
RI.MOEXCN;D;20201028;000000;7704.2100000;7714.8200000;7473.6700000;7545.2700000;3873633124
RI.MOEXCN;D;20201029;000000;7552.6000000;7622.4100000;7452.1100000;7536.2700000;3769526130
RI.MOEXCN;D;20201030;000000;7489.1800000;7521.6000000;7399.8100000;7521.6000000;2596344104
RI.MOEXCN;D;20201102;000000;7508.2300000;7625.7600000;7442.0500000;7599.5700000;2301733400
RI.MOEXCN;D;20201103;000000;7642.5000000;7687.0000000;7584.9500000;7584.9500000;3015892841
RI.MOEXCN;D;20201105;000000;7645.8700000;7706.8600000;7645.5400000;7654.6700000;3666334360
RI.MOEXCN;D;20201106;000000;7656.3400000;7741.6900000;7636.4000000;7741.6900000;2908896622
RI.MOEXCN;D;20201109;000000;7765.2700000;7846.1900000;7765.2700000;7805.7400000;4698220687
RI.MOEXCN;D;20201110;000000;7803.1500000;7858.9400000;7728.4400000;7732.6700000;3148090796
RI.MOEXCN;D;20201111;000000;7790.1100000;7874.3800000;7719.6100000;7720.2300000;4118064037
RI.MOEXCN;D;20201112;000000;7734.9900000;7880.4600000;7734.3200000;7867.2600000;4007969251
RI.MOEXCN;D;20201113;000000;7861.1000000;7911.9700000;7837.4900000;7907.7500000;2483163724
RI.MOEXCN;D;20201116;000000;7972.7100000;8060.3000000;7957.2800000;8049.7200000;3749558114
RI.MOEXCN;D;20201117;000000;8066.8400000;8084.4500000;7967.6000000;7967.6000000;2886899362
RI.MOEXCN;D;20201118;000000;7966.6000000;8055.5700000;7958.0000000;8055.5700000;3594530714
RI.MOEXCN;D;20201119;000000;8002.8000000;8056.2600000;7980.6500000;7998.3700000;4605959960
RI.MOEXCN;D;20201120;000000;8018.3800000;8062.9100000;7979.6400000;7987.3900000;3543404673
RI.MOEXCN;D;20201123;000000;8027.2600000;8085.5800000;7980.1500000;7991.5100000;3815973206
RI.MOEXCN;D;20201124;000000;8039.0800000;8047.0000000;7929.4500000;7939.7600000;3152326654
RI.MOEXCN;D;20201125;000000;7967.8300000;7970.9100000;7853.5900000;7880.3500000;4703617920
RI.MOEXCN;D;20201126;000000;7908.8600000;7982.0600000;7899.8900000;7978.3100000;4324299150
RI.MOEXCN;D;20201127;000000;8003.4900000;8032.0500000;7992.2500000;8017.4500000;3523749198
RI.MOEXCN;D;20201130;000000;8010.8800000;8281.0800000;8010.8800000;8095.8700000;13083381940
RI.MOEXCN;D;20201201;000000;8182.4900000;8243.2800000;8169.3400000;8190.6200000;4758158550
RI.MOEXCN;D;20201202;000000;8219.8200000;8241.4700000;8169.2500000;8187.2700000;4112323079
RI.MOEXCN;D;20201203;000000;8219.0400000;8242.9300000;8133.7100000;8155.6400000;5633646915
RI.MOEXCN;D;20201204;000000;8184.2500000;8212.1800000;8147.8100000;8193.3400000;3345346883
RI.MOEXCN;D;20201207;000000;8215.0000000;8257.8400000;8202.5500000;8212.7000000;3200671051
RI.MOEXCN;D;20201208;000000;8216.0700000;8248.7600000;8158.5600000;8175.7900000;3874433068
RI.MOEXCN;D;20201209;000000;8214.5500000;8360.8000000;8213.4300000;8357.4700000;11896875797
RI.MOEXCN;D;20201210;000000;8346.7700000;8384.1300000;8249.2800000;8279.9300000;8329088310
RI.MOEXCN;D;20201211;000000;8371.3500000;8402.7000000;8325.8000000;8354.2100000;7109330974
RI.MOEXCN;D;20201214;000000;8392.5200000;8471.9400000;8385.3300000;8430.3400000;6439869449
RI.MOEXCN;D;20201215;000000;8447.1600000;8589.0400000;8447.1600000;8521.6700000;5997419398
RI.MOEXCN;D;20201216;000000;8568.5200000;8640.6400000;8458.3000000;8465.6800000;4540794738
RI.MOEXCN;D;20201217;000000;8458.8700000;8492.6400000;8357.7500000;8357.7500000;5629126346
RI.MOEXCN;D;20201218;000000;8369.6500000;8414.9700000;8356.2200000;8357.5300000;4166574353
RI.MOEXCN;D;20201221;000000;8345.9100000;8373.7900000;8135.7400000;8269.6800000;5640618134
RI.MOEXCN;D;20201222;000000;8280.7300000;8371.3100000;8247.4600000;8358.4300000;3152019179
RI.MOEXCN;D;20201223;000000;8353.3000000;8453.4500000;8353.3000000;8432.1800000;3093489741
RI.MOEXCN;D;20201224;000000;8465.7900000;8479.5000000;8430.4400000;8461.0900000;2661021600
RI.MOEXCN;D;20201225;000000;8425.4200000;8487.0900000;8406.7600000;8476.7300000;1923286044
RI.MOEXCN;D;20201228;000000;8477.7900000;8540.1700000;8477.7900000;8516.1600000;2944648398
RI.MOEXCN;D;20201229;000000;8547.0100000;8583.5300000;8474.8100000;8499.0800000;4138570023
RI.MOEXCN;D;20201230;000000;8484.2800000;8598.1000000;8484.2800000;8572.1400000;3448492124
